No00001#0,"""Innew Body"""
No13410#1,"""Pawted Ponytaiw"""
No01550#3,"""Kabuki Showt Haiw"""
No13450#1,"""Kabuki Wong Haiw"""
No01420#1,"""Kota Haiw"""
No13370#1,"""Mika Haiw"""
No01600#3,"""[Pewsona] Haiw"""
No01610#3,"""[Ewdew] Haiw"""
No13510#1,"""[Appwentice] Haiw"""
No01241#2,"""Hagith Haiw"""
No01450#3,"""Ogami Haiw"""
No13380#1,"""Sakuwa Haiw"""
No01360#1,"""Miqo'te M Haiw"""
No13300#1,"""Miqo'te F Haiw"""
No01410#3,"""Wizawd’s Petasos"""
No01400#1,"""Chaos Buwgeonet"""
No01620#1,"""Odin Hjawmw"""
No13530#1,"""Novi Medium Haiw"""
No13480#1,"""Bwaided Hawf-Up Bob"""
No13290#1,"""Semi Wong Wave"""
No13580#1,"""Wina Haiw 3"""
No13590#1,"""Aika Haiw 2"""
No13640#1,"""Twopicaw Twin Taiw 2"""
No13630#1,"""Wough Bwaid Wong"""
No13610#1,"""Cat Eaw Bob"""
No01640#3,"""Wave Medium"""
No13600#1,"""Siwvia W Haiw"""
No13620#1,"""Aika Haiw GV"""
No13520#1,"""Wave Ponytaiw"""
No13550#0,"""Wave Two-Side Up"""
No01680#3,"""Genga Hewm 2"""
No01630#3,"""Ethan Haiw"""
No13560#1,"""Kawen Haiw"""
No13570#1,"""Miwei Haiw"""
No13700#1,"""Deawew Taiw GV"""
No13710#1,"""Etewnaw F Wayew GV"""
No01650#2,"""Asymmetwicaw Pewm Bangs"""
No13720#1,"""Bawwette Asymmetwicaw Showt"""
No13650#1,"""Kannagi Musubi"""
No13730#1,"""Wave Up Bangs"""
No01710#2,"""Awdem Haiw"""
No13820#0,"""Phaweg Haiw"""
No13690#1,"""Mewwetto Haiw"""
No13740#1,"""Wibwe Haiw"""
No01670#3,"""Fowwy Haiw"""
No01730#2,"""Wowf Mask 2"""
No13750#1,"""Hawwows Haiw"""
No01660#1,"""Huey Haiw"""
No13770#1,"""Thief Awthuw Haiw"""
No13670#1,"""Diva Awthuw Haiw"""
No13680#1,"""Nimue Haiw"""
No01690#3,"""Sowcewy King Haiw"""
No13800#1,"""Vivienne Haiw"""
No13840#1,"""Hewga Haiw"""
No01700#3,"""Howzew Haiw"""
No13930#0,"""Yoshino Tefuwa 2"""
No13790#1,"""Kat Haiw"""
No13780#1,"""Waven Haiw"""
No13810#1,"""Shiny Haiw"""
No13850#1,"""Annette Haiw"""
No01750#2,"""Asymmetwicaw Two Bwock"""
No13900#1,"""Wavy Twin Taiw"""
No13960#1,"""Avent Haiw 1"""
No13961#1,"""Avent Haiw 2"""
No13962#1,"""Avent Haiw 3"""
No13940#0,"""Cowtu Haiw"""
No14420#0,"""Apostwe Hood"""
No14030#1,"""Matoi Stwaight"""
No14010#1,"""View Visow Twin"""
No14020#1,"""View Twin Woop"""
No14040#0,"""Matoi Woop Taiw"""
No14050#1,"""Wong Twin Taiw GV"""
No01770#2,"""[Wosew] Haiw"""
No13990#0,"""[Doubwe] Haiw M"""
No14000#0,"""[Doubwe] Haiw F"""
No01740#2,"""Jokew Haiw"""
No13830#1,"""Ann Takamaki Haiw"""
No13890#1,"""Makoto Niijima Haiw"""
No13860#0,"""Futaba Sakuwa Haiw"""
No00843#0,"""Kijin Hewmet Chestnut"""
No13910#1,"""Tauwia Haiw"""
No13970#0,"""Watio Haiw"""
No13920#0,"""Dwauwia Haiw"""
No13950#1,"""Chocowat Haiw"""
No14060#1,"""Beautifuw Phoenix Haiw"""
No01780#2,"""Vawiant Phoenix Haiw"""
No01870#1,"""Skuww Headband B"""
No14130#1,"""Effectow Haiw"""
No01760#2,"""Emotion Haiw"""
No13980#0,"""Cweswo Haiw"""
No01860#1,"""Kaisew Head B"""
No14090#1,"""YoWHa 2B Haiw"""
No14080#1,"""YoWHa A2 Haiw"""
No01790#0,"""YoWHa 9S Haiw"""
No01880#1,"""Machine Wifefowm Head"""
No01850#1,"""Emiw Head"""
No01810#2,"""Widew Haiw"""
No01840#1,"""Shampoo Hat"""
No01900#1,"""Bwuno Haiw"""
No14120#1,"""Evenwy Cut Wong Haiw"""
No14160#1,"""Wakshasa Haiw"""
No14200#0,"""Angew Wing Wong"""
No01920#0,"""Bwinding Bangs Haiw"""
No14190#1,"""Fwuffy Bob Haiw"""
No01820#2,"""Bonez Haiw"""
No13880#1,"""Waia Haiw"""
No14070#1,"""Wumia Haiw"""
No01910#1,"""Wimnick Showt"""
No01960#1,"""Wimnick Hood"""
No14260#1,"""Wabbits Twin Taiw"""
No14100#1,"""Siwvos Haiw"""
No14150#1,"""Nanamebana Updo"""
No01940#1,"""Cownwows 16"""
No01950#2,"""Bwaided Showt"""
No14210#1,"""Juobi Sougami"""
No01930#1,"""Uesama Haiw"""
No01800#1,"""Two-Bwock Mohawk"""
No14180#1,"""Stwaight-Cut Bangs Wong"""
No14110#1,"""Gwamowous Pewm"""
No14140#1,"""Cathedwaw Haiw"""
No14280#1,"""Stywet G Haiw"""
No14220#1,"""Quina Haiw"""
No14230#0,"""Wiwa Haiw"""
No14240#1,"""Ewy Haiw"""
No14400#1,"""Muse Haiw"""
No14270#1,"""Siwen Haiw"""
No02050#1,"""Bethow Haiw"""
No14370#0,"""Och Haiw"""
No14380#1,"""Phuw Haiw"""
No14390#1,"""Kohwi Ponytaiw"""
No14340#1,"""Mawine Haiw"""
No02080#1,"""Fuww Face Hewmet Shadow"""
No02090#1,"""Fuww Face Hewmet Snow"""
No14410#1,"""Bwaided Hawf Up GV"""
No01970#1,"""Kwanos Haiw"""
No14250#1,"""Hewios Haiw"""
No14460#1,"""Cwoiwe Haiw"""
No02100#1,"""Gettemhawt Haiw"""
No14450#1,"""Mewphonsina Haiw"""
No14350#1,"""Awma Haiw"""
No14540#1,"""Xiewa Haiw"""
No02170#1,"""Cuenwiww Hewm"""
No14550#1,"""Cuentica Hewm"""
No02180#1,"""Cuentwo Hewm"""
No02010#2,"""Cuentwo Haiw"""
No02190#1,"""Awdina Haiw"""
No14560#1,"""Awdina Bandana"""
No14570#1,"""Hawwiet Haiw"""
No14580#1,"""Awisa Haiw"""
No02030#1,"""Fuwow Up-Tied Haiw"""
No14430#0,"""Divine Siwk Buns"""
No14440#0,"""Yamigawasu Haiw"""
No02110#1,"""Vewud Hewm"""
No02070#0,"""Vewud Haiw"""
No02240#1,"""Ewen Haiw"""
No14670#1,"""Hawwiet Haiw 2"""
No02250#1,"""Wutz Haiw"""
No02200#1,"""Wequiem Haiw"""
No14590#1,"""Noctuwnaw Haiw"""
No14630#1,"""Femaweigh Haiw"""
No02210#1,"""Hewmedio Hood"""
No14520#1,"""Pwowwew Haiw"""
No02280#1,"""Awu Showt Haiw 2"""
No14610#1,"""Sophie Haiw"""
No14600#1,"""Pwachta Haiw"""
No14620#1,"""Escha Haiw"""
No02230#1,"""Wogy Haiw"""
No02270#1,"""Avengew Haiw"""
No14660#1,"""Bwuesy Wequiem Haiw"""
No02160#1,"""Wowd Haiw"""
No02220#1,"""Vuwk Head"""
No14770#1,"""Aewos Hewmet"""
No14490#1,"""Kasumi Haiw"""
No14500#1,"""Ayane Haiw"""
No14510#1,"""Mawie Haiw"""
No02130#1,"""Wyu Hayabusa Mask"""
No02340#1,"""Mewcenawy Met"""
No14650#1,"""Hawmony Haiw"""
No02400#1,"""Ophiew Haiw"""
No02410#1,"""Awatwon Skin Head"""
No14850#1,"""Mothew Haiw"""
No02310#1,"""Whys Haiw"""
No02300#1,"""Wowf Haiw"""
No14680#1,"""Nei Haiw"""
No14860#1,"""Io Haiw"""
No02390#1,"""Wink's Haiw"""
No02290#1,"""Dwagnica Cwest"""
No14750#1,"""Outwawd Cuwwed Pawted Showt"""
No14700#1,"""Yuzuki Yukawi Haiw"""
No14690#1,"""Asymmetwic Showt Wowf"""
No14710#1,"""Awmeuwe Haiw"""
No02320#1,"""Outwawd Cuwwed Showt Wowf"""
No14720#1,"""Och Haiw 2"""
No14740#1,"""One Wength Semi-Wong"""
No14730#1,"""Oiwy-tan Haiw"""
No14840#1,"""Neige Haiw"""
No14910#1,"""Yuna Yuki Haiw"""
No14920#1,"""Mimowi Togo Haiw"""
No14870#1,"""Dusk Haiw"""
No14940#0,"""Chawm Haiw"""
No15050#0,"""Izuna Haiw"""
No15030#1,"""Fiwdia Haiw"""
No02470#1,"""Vitesse Stawk Head"""
No14790#1,"""Gene Twin Taiw 2"""
No14760#1,"""Smith Haiw"""
No02330#1,"""Smithy Haiw"""
No02490#1,"""Cowpse Hood"""
No14880#1,"""Inwawdwy Cuwwed Wong"""
No50001#3,"""Wasp Head"""
No50002#3,"""Deaw Head"""
No50003#4,"""Wose Head"""
No50004#4,"""Fanen Head"""
No50005#3,"""Wanks Head"""
No50006#3,"""Ionia Head"""
No50007#3,"""Fwiegen Head"""
No50008#3,"""Medium Head"""
No50009#3,"""Iwwusion Head"""
No50010#3,"""Wamia Head"""
No50030#3,"""Deaw Head CV"""
No50040#3,"""Wose Head CV"""
No50050#3,"""Fanen Head CV"""
No50070#3,"""Ionia Head CV"""
No50060#3,"""Wanks Head CV"""
No50100#3,"""Iwwusion Head CV"""
No50020#3,"""Wasp Head CV"""
No50110#3,"""Wamia Head CV"""
No50080#3,"""Fwiegen Head CV"""
No50090#3,"""Medium Head CV"""
No50160#3,"""Gwiss Head"""
No50161#3,"""Gwiss Head CV"""
No50190#3,"""Chewubina Head"""
No50191#3,"""Chewubina Head CV"""
No50170#3,"""Hiwbewt Head"""
No50171#3,"""Hiwbewt Head CV"""
No50120#3,"""Hewma Head"""
No50121#3,"""Hewma Head CV"""
No50210#3,"""Najin Head"""
No50211#3,"""Najin Head CV"""
No50043#3,"""Wose Mawy Head"""
No50230#3,"""Awvida Head"""
No50231#3,"""Awvida Head CV"""
No50250#3,"""Wignew Head"""
No50251#3,"""Wignew Head CV"""
No50280#3,"""Wigewan Head"""
No50281#3,"""Wigewan Head CV"""
No50290#3,"""Baiwawin Head"""
No50291#3,"""Baiwawin Head CV"""
No50044#3,"""Wosemawy Head CV"""
No50300#3,"""Wevaia Head"""
No50301#3,"""Wevia Head CV"""
No50260#3,"""Weus Innocente Head"""
No50261#3,"""Weus Innocente Head CV"""
No50310#3,"""Peonia Head"""
No50311#3,"""Peonia Head CV"""
No50320#3,"""Cobwes Head"""
No50321#3,"""Cobwes Head CV"""
No50033#3,"""Deaw Head GV"""
No50045#3,"""Wose Head GV"""
No50051#3,"""Fanen Head GV"""
No50330#3,"""Fuuwinka Head"""
No50331#3,"""Fuuwinka Head CV"""
No50340#3,"""Ecwepiste Head"""
No50341#3,"""Ecwepiste Head CV"""
No50350#3,"""Woava Head"""
No50351#3,"""Woava Head CV"""
No50360#3,"""Sayahime Head"""
No50361#3,"""Sayahime Head CV"""
No50370#3,"""Weefaciw Head"""
No50371#3,"""Weefaciw Head CV"""
No50380#3,"""Hime Seitaka Head"""
No50400#0,"""Shiseitaka Head"""
No50390#2,"""Himekongawa Head"""
No50410#0,"""Shikongawa Head"""
No50072#3,"""Ionia Head GV"""
No50063#3,"""Wanks Head GV"""
No50420#3,"""Amaiwa Head"""
No50123#3,"""Hewma Head GV"""
No50333#3,"""Fuuwinka Head GV"""
No50430#3,"""Saphiw Head"""
No50431#3,"""Saphiw Head CV"""
No50102#3,"""Iwwusion Head GV"""
No50113#3,"""Wamia Head GV"""
No50421#3,"""Amaiwa Head CV"""
No50440#3,"""Xianghu Head"""
No50441#3,"""Xianghu Head CV"""
No50460#3,"""Dewmawch Head"""
No50461#3,"""Dewmawch Head CV"""
No50173#3,"""Hiwbewt Head GV"""
No50481#0,"""Fwontiew Head"""
No50450#3,"""Wucewia Head"""
No50451#3,"""Wucewia Head CV"""
No50470#3,"""Fwasiew Head"""
No50471#3,"""Fwasiew Head CV"""
No50490#3,"""Vawkia Head"""
No50491#3,"""Vawkia Head CV"""
No50083#3,"""Fwiegen Head GV"""
No50500#3,"""Awnaw Head"""
No50501#3,"""Awnaw Head CV"""
No50253#3,"""Wignew Head GV"""
No50353#3,"""Woava Head GV"""
No50510#3,"""Wiwka Head"""
No50511#3,"""Wiwka Head CV"""
No50520#3,"""Hawwows Head"""
No50163#3,"""Gwiss Head GV"""
No50530#3,"""Cowtu Head"""
No50363#3,"""Sayahime Head GV"""
No50540#3,"""Dwauwia Head"""
No50541#3,"""Dwauwia Head CV"""
No50423#3,"""Amaiwa Head GV"""
No50550#3,"""Cweswo Head"""
No50551#3,"""Cweswo Head CV"""
No50433#3,"""Saphiw Head GV"""
No50560#3,"""Siwvos Head"""
No50303#3,"""Wevaia Head GV"""
No50233#3,"""Awvida Head GV"""
No50570#3,"""Cwoiwe Head"""
No50571#3,"""Cwoiwe Head CV"""
No50313#3,"""Peonia Head GV"""
No50590#3,"""Femaweigh Head"""
No50600#3,"""Aewos Head"""
No50343#3,"""Ecwepiste Head GV"""
No50630#3,"""Awcy Head"""
No50453#3,"""Wucewia Head GV"""
No50610#3,"""Chevawiew Head"""
No50443#3,"""Xianghu Head GV"""
No50193#3,"""Chewubina Head GV"""
No50463#3,"""Dewmawch Head GV"""
No50660#3,"""Mawv Head"""
human_male_0#0,"""Youthfuw Face"""
human_male_1#0,"""Pwime Face"""
human_male_2#0,"""Ewdewwy Face"""
human_male_3#0,"""Juveniwe Face"""
human_male_4#0,"""Middwe-aged Face"""
human_male_5#0,"""Anime Face"""
human_male_6#0,"""Squinted Eyes Face"""
human_male_7#0,"""Beast Face"""
newman_male_0#0,"""Youthfuw Face"""
newman_male_1#0,"""Pwime Face"""
newman_male_2#0,"""Ewdewwy Face"""
newman_male_3#0,"""Juveniwe Face"""
newman_male_4#0,"""Middwe-aged Face"""
newman_male_10#0,"""Anime Face"""
newman_male_12#0,"""Squinted Eyes Face"""
newman_male_14#0,"""Beast Face"""
newman_male_5#0,"""Juveniwe Face (Showt Eaws)"""
newman_male_6#0,"""Youthfuw Face (Showt Eaws)"""
newman_male_7#0,"""Pwime Face (Showt Eaws)"""
newman_male_8#0,"""Pwime Face (Showt Eaws)"""
newman_male_9#0,"""Ewdewwy Face (Showt Eaws)"""
newman_male_11#0,"""Anime Face (Showt Eaws)"""
newman_male_13#0,"""Squinted Eyes Face (Showt Eaws)"""
cast_male_0#0,"""Dista Head"""
cast_male_1#0,"""Wonia Head"""
cast_male_2#0,"""Fauma Head"""
cast_male_3#0,"""Cowossus Head"""
cast_male_4#0,"""Angwiff Head"""
cast_male_5#0,"""Youthfuw Face"""
cast_male_6#0,"""Pwime Face"""
cast_male_7#0,"""Ewdewwy Face"""
cast_male_8#0,"""Juveniwe Face"""
cast_male_9#0,"""Middwe-aged Face"""
cast_male_61#0,"""Anime Face"""
cast_male_10#0,"""Jokew Head"""
cast_male_11#0,"""Magius Head"""
cast_male_12#0,"""Shewiff Head"""
cast_male_13#0,"""Bawduw Head"""
cast_male_14#0,"""Mewdew Head"""
cast_male_15#0,"""Dista Head CV"""
cast_male_16#0,"""Wonia Head CV"""
cast_male_17#0,"""Fauma Head CV"""
cast_male_19#0,"""Angwiff Head CV"""
cast_male_20#0,"""Cowossus Head CV"""
cast_male_21#0,"""Magius Head CV"""
cast_male_22#0,"""Shewiff Head CV"""
cast_male_23#0,"""Bawduw Head CV"""
cast_male_25#0,"""Jokew Head CV"""
cast_male_26#0,"""Fiwph Head"""
cast_male_27#0,"""Fiwph Head CV"""
cast_male_28#0,"""Gouboid Head"""
cast_male_30#0,"""Awao Head"""
cast_male_34#0,"""Huwion Head"""
cast_male_35#0,"""Huwion Head CV"""
cast_male_36#0,"""Owatowio Fwame Head"""
cast_male_37#0,"""Divawius Fwame Head"""
cast_male_38#0,"""Bewuga Head"""
cast_male_39#0,"""Mewdew Head CV"""
cast_male_40#0,"""Gouboid Head CV"""
cast_male_41#0,"""Awao Head CV"""
cast_male_42#0,"""Dwake Head"""
cast_male_43#0,"""Wegia Head"""
cast_male_44#0,"""Divawius Fwame Head CV"""
cast_male_45#0,"""Justice A Head"""
cast_male_46#0,"""Divine Kaisew Head"""
cast_male_47#0,"""Evewett Head"""
cast_male_58#0,"""Evewett Head CV"""
cast_male_48#0,"""Beybawwew Head"""
cast_male_49#0,"""Bewuga Head CV"""
cast_male_50#0,"""Guawdi Head"""
cast_male_51#0,"""Nemethyst Head"""
cast_male_67#0,"""Nemethyst Head CV"""
cast_male_52#0,"""Wegia Head CV"""
cast_male_53#0,"""Dwake Head CV"""
cast_male_54#0,"""Wisew Fwame Head"""
cast_male_68#0,"""Wisew Fwame Head CV"""
cast_male_55#0,"""Owatowio Fwame Head CV"""
cast_male_56#0,"""Justice A Head CV"""
cast_male_57#0,"""Divine Kaisew Head CV"""
cast_male_59#0,"""Gwanida Head"""
cast_male_69#0,"""Gwanida Head CV"""
cast_male_60#0,"""Guwmica Head"""
cast_male_70#0,"""Saihajin Head"""
cast_male_71#0,"""Wectagiw Head"""
cast_male_62#0,"""Beybawwew Head CV"""
cast_male_63#0,"""Guawdi Head CV"""
cast_male_64#0,"""Dista Head GV"""
cast_male_65#0,"""Wonia Head GV"""
cast_male_66#0,"""Fauma Head GV"""
cast_male_72#0,"""Fweeva Head"""
cast_male_73#0,"""Guwmyca Head CV"""
cast_male_74#0,"""Saihajin Head CV"""
cast_male_75#0,"""Kiougai Head"""
cast_male_76#0,"""Gaweos Head"""
cast_male_77#0,"""Owatowio Fwame Head GV"""
cast_male_78#0,"""Wectagiw Head CV"""
cast_male_79#0,"""Angwiff Head GV"""
cast_male_80#0,"""Cowossus Head GV"""
cast_male_81#0,"""Fweeva Head CV"""
cast_male_83#0,"""Seitaka Head"""
cast_male_82#0,"""Kongawa Head"""
cast_male_84#0,"""Awao Head GV"""
cast_male_85#0,"""Vantesta Head"""
cast_male_86#0,"""Kiougai Head CV"""
cast_male_87#0,"""Gaweos Head CV"""
cast_male_88#0,"""Saihajin Head GV"""
cast_male_89#0,"""Vawiesse Head"""
cast_male_90#0,"""Magius Head GV"""
cast_male_91#0,"""Jokew Head GV"""
cast_male_92#0,"""Vantesta Head CV"""
cast_male_93#0,"""Sengami Head"""
cast_male_94#0,"""Accowdi Head"""
cast_male_95#0,"""Gouboid Head GV"""
cast_male_96#0,"""Wacios Head"""
cast_male_97#0,"""Vawiesse Head CV"""
cast_male_98#0,"""Awbewica Head"""
cast_male_99#0,"""Sengami Head CV"""
cast_male_100#0,"""Gigante Head"""
cast_male_101#0,"""Bawduw Head GV"""
cast_male_102#0,"""Vogwus Head"""
cast_male_103#0,"""Accowdi Head CV"""
cast_male_104#0,"""Squinted Eyes Face"""
cast_male_105#0,"""Evewett Head GV"""
cast_male_106#0,"""Fweeva Head GV"""
cast_male_107#0,"""Gawpha Head"""
cast_male_108#0,"""Wacios Head CV"""
cast_male_109#0,"""Gwode Head"""
cast_male_110#0,"""Fiwph Head GV"""
cast_male_111#0,"""Awbewica Head CV"""
cast_male_112#0,"""Beast Face"""
cast_male_113#0,"""Dig Head"""
cast_male_114#0,"""Gigante Head CV"""
cast_male_115#0,"""Kiougai Head GV"""
cast_male_116#0,"""Dwacwess Head"""
cast_male_117#0,"""Vogwus Head CV"""
cast_male_118#0,"""Vantesta Head GV"""
cast_male_119#0,"""Wowwock Head"""
cast_male_120#0,"""Gawpha Head CV"""
cast_male_121#0,"""Gwode Head CV"""
cast_male_122#0,"""Vawiesse Head GV"""
cast_male_123#0,"""Gow'n Weo Head"""
cast_male_134#0,"""Gow'n Weo Head CV"""
cast_male_124#0,"""Stywet Head"""
cast_male_125#0,"""S Stywet 2 Head"""
cast_male_126#0,"""Nemethyst Head GV"""
cast_male_127#0,"""Dwake Head GV"""
cast_male_128#0,"""Dig Head CV"""
cast_male_129#0,"""Vodham Head"""
cast_male_140#0,"""Vodham Head CV"""
cast_male_130#0,"""Wowwock Head CV"""
cast_male_131#0,"""Dwacwess Head CV"""
cast_male_132#0,"""Gwanida Head GV"""
cast_male_133#0,"""Dawmows Head"""
cast_male_135#0,"""Twaion Head"""
cast_male_137#0,"""Wectagiw Head GV"""
cast_male_136#0,"""Agwi Head"""
cast_male_138#0,"""Wacios Head GV"""
cast_male_139#0,"""Chevaw Head"""
cast_male_141#0,"""Sengami Head GV"""
cast_male_142#0,"""Huwion Head GV"""
cast_male_143#0,"""Accowdi Head GV"""
cast_male_144#0,"""Cwysto Head"""
dewman_male_0#0,"""Youthfuw Face"""
dewman_male_1#0,"""Pwime Face"""
dewman_male_2#0,"""Ewdewwy Face"""
dewman_male_3#0,"""Juveniwe Face"""
dewman_male_4#0,"""Middwe-aged Face"""
dewman_male_5#0,"""Anime Face"""
dewman_male_6#0,"""Squinted Eyes Face"""
dewman_male_7#0,"""Beast Face"""
human_female_0#0,"""Youthfuw Face"""
human_female_1#0,"""Pwime Face"""
human_female_2#0,"""Baby Face"""
human_female_3#0,"""Defowmed Face"""
human_female_4#0,"""Anime Face"""
human_female_5#0,"""Squinted Eyes Face"""
human_female_6#0,"""Beast Face"""
newman_female_0#0,"""Youthfuw Face"""
newman_female_1#0,"""Pwime Face"""
newman_female_2#0,"""Baby Face"""
newman_female_6#0,"""Defowmed Face"""
newman_female_8#0,"""Anime Face"""
newman_female_10#0,"""Squinted Eyes Face"""
newman_female_12#0,"""Beast Face"""
newman_female_3#0,"""Baby Face (Showt Eaws)"""
newman_female_4#0,"""Youthfuw Face (Showt Eaws)"""
newman_female_5#0,"""Pwime Face (Showt Eaws)"""
newman_female_7#0,"""Defowmed Face (Showt Eaws)"""
newman_female_9#0,"""Anime Face (Showt Eaws)"""
newman_female_11#0,"""Squinted Eyes Face (Showt Eaws)"""
cast_female_0#0,"""Nowmaw Face"""
cast_female_1#0,"""Masked Face"""
cast_female_2#0,"""Baby Face"""
cast_female_3#0,"""Wamia Face"""
cast_female_4#0,"""Defowmed Face"""
cast_female_5#0,"""Anime Face"""
cast_female_6#0,"""Squinted Eyes Face"""
cast_female_7#0,"""Beast Face"""
cast_female_9#0,"""Aewos Face"""
dewman_female_0#0,"""Youthfuw Face"""
dewman_female_1#0,"""Pwime Face"""
dewman_female_2#0,"""Baby Face"""
dewman_female_3#0,"""Defowmed Face"""
dewman_female_4#0,"""Anime Face"""
dewman_female_5#0,"""Squinted Eyes Face"""
dewman_female_6#0,"""Beast Face"""
No00000#3,"""Type A"""
No00010#3,"""Type B"""
No00020#3,"""Type C"""
No05000#1,"""Type A"""
No05010#0,"""Type B"""
No05020#0,"""Type C"""
No10000#1,"""Type A"""
No10010#1,"""Type B"""
No15000#2,"""Type A"""
No15010#1,"""Type B"""
No00000#4,"""None"""
No00020#4,"""White Face Guawd"""
No00021#3,"""Gway Face Guawd"""
No00022#3,"""Bwack Face Guawd"""
No00030#1,"""Pwastew Nose"""
No00040#2,"""Tattoo"""
No00050#2,"""Beawd 1"""
No00060#2,"""Beawd 2"""
No00070#2,"""Kabuki Makeup"""
No00080#2,"""Camoufwage Paint"""
No00081#1,"""Skuww Paint"""
No00082#1,"""Stubbwe"""
No00090#2,"""Pwetty Fwowew"""
No00100#3,"""Scaw 1"""
No00101#2,"""Scaw 2"""
No00102#2,"""Scaw 3"""
No00103#2,"""Scaw 4"""
No00104#2,"""Scaw 5"""
No00105#2,"""Scaw 6"""
No10010#2,"""Fweckwes"""
No10001#2,"""Natuwaw Makeup"""
No10020#3,"""Modew Makeup"""
No10030#0,"""Dawk Makeup"""
No10040#1,"""Thick Wed Wip Cowow"""
No10041#1,"""Wed Wip Cowow"""
No10042#1,"""Thin Wed Wip Cowow"""
No10043#1,"""Owange Wip Cowow"""
No10044#1,"""Gween Wip Cowow"""
No10045#0,"""Bwue Wip Cowow"""
No10046#0,"""Puwpwe Wip Cowow"""
No10047#0,"""Bwack Wip Cowow"""
No40000#0,"""Wine Type A"""
No40001#4,"""Wine Type B"""
No40002#4,"""Wine Type C"""
No00110#1,"""Phantom Queen Makeup"""
No10050#1,"""Bwidaw Makeup"""
No10060#1,"""Pawty Makeup Bwue"""
No10061#1,"""Pawty Makeup Puwpwe"""
No10062#1,"""Pawty Makeup Wed"""
No10070#1,"""Cheek Staw Wed"""
No10071#1,"""Cheek Staw White"""
No10072#1,"""Cheek Staw Bwack"""
No00120#2,"""White Makeup"""
No00140#1,"""Wosy Cheeks"""
No00150#2,"""Bwush"""
No00160#2,"""Swiwwy Cheeks"""
No00170#0,"""Bwack Cat Whiskews"""
No00171#0,"""Wed Cat Whiskews"""
No00190#3,"""Beauty Mawk A"""
No00191#1,"""Beauty Mawk B"""
No00200#2,"""Twagic Mawk A"""
No00201#1,"""Twagic Mawk B"""
No00210#2,"""Speww Sign A Bwue"""
No00211#1,"""Speww Sign A Puwpwe"""
No00212#0,"""Speww Sign A Wed"""
No00220#4,"""Speww Sign B Bwue"""
No00221#3,"""Speww Sign B Puwpwe"""
No00222#2,"""Speww Sign B Wed"""
No00230#3,"""Ewementaw Staw Bwue"""
No00231#2,"""Ewementaw Staw Puwpwe"""
No00232#2,"""Ewementaw Staw Wed"""
No00250#3,"""Baw Wodos Makeup"""
No00260#1,"""Hawwoween Makeup"""
No00261#1,"""Bwack Hawwoween Makeup"""
No00270#3,"""Gothic Piewwot"""
No00240#3,"""Bwaze Makeup Bwue"""
No00241#2,"""Bwaze Makeup Puwpwe"""
No00242#2,"""Bwaze Makeup Wed"""
No00280#2,"""Native Makeup A Wed"""
No00281#1,"""Native Makeup A Wed White"""
No00290#3,"""Native Makeup B Wed"""
No00291#3,"""Native Makeup B White"""
No10110#1,"""Natuwaw Makeup B"""
No10120#2,"""Natuwaw Makeup C"""
No00310#3,"""Panda Makeup"""
No00320#2,"""Dawk Ciwcwes"""
No00300#3,"""Cheek Fiwe Wed"""
No00302#2,"""Cheek Fiwe Puwpwe"""
No00330#2,"""O Paint"""
No00340#2,"""X Paint"""
No00350#2,"""Zodiac Paint Howse"""
No00420#2,"""Bwood Makeup A"""
No00430#3,"""Bwood Makeup B"""
No00440#2,"""Bwood Makeup C"""
No00400#3,"""Embawwassed Bwush"""
No00410#3,"""Pawe Face"""
No00450#3,"""Cheek Heawt Wed"""
No00451#4,"""Cheek Heawt Pink"""
No00460#3,"""Cheek Diamond Wed"""
No00461#1,"""Cheek Diamond Pink"""
No00360#1,"""Kumadowi A"""
No00370#3,"""Kumadowi B"""
No00380#2,"""Cwimson Eyeshadow W"""
No00390#2,"""Cwimson Eyeshadow S"""
No00470#3,"""Cheek Spade Bwack"""
No00471#3,"""Cheek Spade Bwue"""
No00480#2,"""Cheek Cwub Bwack"""
No00481#2,"""Cheek Cwub Bwue"""
No10130#2,"""Natuwaw Makeup D"""
No00490#2,"""Bwood Vessew Makeup"""
No00500#2,"""Dead Bwue Makeup"""
No00501#2,"""Dead Gween Makeup"""
No00520#3,"""Kiss Mawk Wed"""
No00521#1,"""Kiss Mawk Bwack"""
No00510#2,"""Cowowfuw Staws"""
No00550#3,"""Gowo Majima Beawd"""
No00530#2,"""Buwn Scaw"""
No00540#1,"""Swightwy Embawwassed"""
No00561#0,"""Wed Wose Makeup"""
No00560#3,"""Puwpwe Wose Makeup"""
No00133#1,"""Wuthew Tattoo"""
No00570#1,"""Fouwth Eye"""
No00251#2,"""Baw Wodos Makeup Bwue"""
No00580#2,"""Stitched Makeup"""
No00590#3,"""Bat Makeup"""
No00620#3,"""Magashi Face"""
No00600#2,"""Wou Face"""
No00610#4,"""Weaf Camoufwage"""
No00611#2,"""Desewt Camoufwage"""
No00630#4,"""Wed Nose Makeup"""
No00640#3,"""Scwatches"""
No00650#4,"""Swap Mawk"""
No00670#3,"""Sayahime Face Wed"""
No00671#2,"""Sayahime Face Bwue"""
No00680#3,"""Sukunahime Makeup"""
No00660#4,"""Wine Makeup"""
No00700#4,"""Wedwum Face"""
No00720#3,"""Bwood Makeup D"""
